综合,#genre#
676中天娱乐,http://50.7.238.114:8278/ctient/playlist.m3u8tid=m6780c60bd34a13540795&ct=17874&tsum=06089e289a460b0685447b7656d550e3
677中天娱乐,http://50.7.238.114:8278/ctient/playlist.m3u8tid=MA8A3069789530697895&ct=19193&tsum=20c49fe9e15ad366c6e32b141f03bf8a
678中天娱乐,http://50.7.238.114:8278/ctient/playlist.m3u8tid=MC9C7081133170811331&ct=19249&tsum=8b08b54208f3ee30e12f419d587f46ac
679中天娱乐,http://50.7.238.114:8278/ctient/playlist.m3u8tid=MDED1780059017800590&ct=19226&tsum=4d05ea700aa8fd436b51ce703680e674
681中天娱乐,http://66.181.39.224/ml.php?id=ctient
682中天娱乐,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8527/.m3u8
683中天娱乐HD,http://103.68.63.37:8278/ctient/playlist.m3u8tid=m6780c60bd34a13540795&ct=17874&tsum=06089e289a460b0685447b7656d550e3
684中天娱乐HD,http://103.68.63.37:8278/ctient/playlist.m3u8tid=MDED1780059017800590&ct=19226&tsum=4d05ea700aa8fd436b51ce703680e674
686中天娱乐台,http://pull-l3-cny.douyincdn.com/third/stream-37e4951f0608d79a74ebed4ab2da462a.flv
693中天娱乐,http://dtv21.org:8080/play/live.php?mac=00:1A:79:00:21:D9&extension=ts&stream=482563
694中天娱乐HD,http://103.68.63.37:8278/ctient/playlist.m3u8
695中天娱乐HD,http://49.235.110.121:9090/898/peda/twjd.php?id=26
699中天娱乐台,https://dispatch.ulivetv.net/v/live/cg0iacfwayf4.m3u8stream_id=cg0iacfwayf4×tamp=1685728210&rand=YBOBWNTRrz&uuid=9b647b3816b2a66a&from=web&sign=1302ed84e8a4da08d7f342f3fef76a8e
700重庆文体娱乐,https://tv.youshijiea.cn/uploads/itvbox/cqgd.php?id=cqwtylHD
701重庆文体娱乐高清,http://118.24.227.124/bytedance.live.cqccn.com/__cl/cg:live/__c/cqwtylHD/__op/default/__f//index.m3u8
702重庆文体娱乐频道,http://113.207.84.197:8090/__cl/cg:live/__c/cqwtylHD/__op/default/__f/index.m3u8

都市,#genre#
001深圳都市,http://645c6e6320d051d49b446bac57d65143.v.smtcdns.net/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel46/index.m3u8
002UTV都市剧场,http://iptv.kjrzxhb.top:2086/udp/239.11.0.175:5140
003常州都市,http://[2409:8087:2001:20:2800:0:df6e:eb12]/ott.mobaibox.com/PLTV/3/224/3221227955/index.m3u8
004常州都市,http://live.cooltv.top/tv/cztv.php?id=czds
005常州都市高清,http://[2409:8087:2001:20:2800:0:df6e:eb12]/wh7f454c46tw4002153568_939060722/ott.mobaibox.com/PLTV/3/224/3221227955/index.m3u8icpid=3&RTS=1663019634&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3
006成都都市,http://live.cooltv.top/tv/cdtv.php?id=cddssh
007都市_198,http://pluslive1.sjzntv.cn/dushi/playlist.m3u8zhebd
008都市剧场,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001203/index.m3u8
009都市剧场,http://[2409:8087:4400:20:1:a0f:11:9]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226694/index.m3u8
010都市剧场,http://[2409:8087:441a:20:101:211:601:6]:6610/PLTV/88888888/224/3221226324/index.m3u8servicetype=1
011都市剧场,http://[2409:8087:441a:20:101:211:601:6]:6610/PLTV/88888888/224/3221226694/index.m3u8servicetype=1
012都市剧场,http://[2409:8087:7000:20::F]:80/dbiptv.sn.chinamobile.com/TVOD/88888890/224/3221226581/index.m3u8
013都市剧场,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002108/index.m3u8virtualDomain=yinhe.live_hls.zte.com
014都市剧场,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000002108/index.m3u8virtualDomain=yinhe.live_hls.zte.com
015都市剧场,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226176/1.m3u8
016都市剧场,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/dsjc8m/8000000/mnf.m3u8
017都市剧场,http://111.13.111.242/0000000000001000/1.m3u8channel-id=bestzb&Contentid=5000000011000031111&livemode=1&stbId=3&HlsProfileId=
018都市剧场,http://120.236.57.77:9901/tsfile/live/1069_1.m3u8
019都市剧场,http://120.8.135.86:10010/hls/92/index.m3u8
020都市剧场,http://180.97.247.27/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43085/index.m3u8
021都市剧场,http://183.207.255.188/live/program/live/dsjchd/4000000/mnf.m3u8
022都市剧场,http://183.207.255.188/live/program/live/dsjchd/4000000/mnf.m3u8zshangd
023都市剧场,http://202302020000.iptv.z-link.cn:8800/tsfile/live/1026_1.m3u8
024都市剧场,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43085/index.m3u8
025都市剧场,http://223.109.210.41:8088/liveplay-kk.rtxapp.com/live/program/live/dsjc8m/8000000/mnf.m3u8
026都市剧场,http://39.165.35.152:9901/tsfile/live/1095_1.m3u8key=txiptv
027都市剧场,http://49.235.110.121:9090/daili/小果.php?id=yxfydsjcHDH265_4000&Cf.m3u8
028都市剧场,http://abcabc123.ml:4022/udp/239.49.8.180:6000
029都市剧场,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227204/index.m3u8
030都市剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226581/index.m3u8
031都市剧场,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=dushijuchang_1500&/PLTV/hls.smil.m3u8
032都市剧场,http://sxz.zccatv.cn:9901/tsfile/live/1083_1.m3u8
033都市剧场,http://xiaozeng.hk3.345888.xyz.cdn.cloudflare.net/ww/bestv.php?id=dsjc8m/8000000
034都市剧场,https://cntv.lat/tv/live.php?auth=231110&id=dsjc
035都市剧场,https://live.goodiptv.club/api/bestv.php?id=dsjc8m/8000000
036都市剧场,https://live.v1.mk/api/bestv.php?id=dsjc8m/8000000
037都市剧场,https://tv.youshijiea.cn/uploads/itvbox/cqgd.php?id=dsjcHD
038都市劇場,http://58.34.204.67:9901/tsfile/live/1008_1.m3u8
039都市频道,http://113.117.74.28:8081/hls/68/index.m3u8
040都市频道,http://39.165.35.152:9901/tsfile/live/1106_1.m3u8key=txiptv
041都市时尚,http://jltpc.x3322.net:9901/tsfile/live/1005_1.m3u8key=txiptv
047甘肃|甘肃都市,http://39.134.32.102:6610/270000001111/1110000324/index.m3u8IASHttpSessionId=OTT
048甘肃都市,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226248/1.m3u8
049甘肃都市调频,http://live.cooltv.top/tv/ytradio.php?id=484
050广东|广州南国都市,https://justsometime.gztv.com/sec/shenghuos.m3u8
051广东深圳都市,http://livepull-tcyzb.sztv.com.cn/showto_live/dushi01.m3u8
052广西|广西都市,http://111.59.63.32:9901/tsfile/live/1005_1.m3u8
053广西|广西都市,http://116.9.204.242:9901/tsfile/live/1002_1.m3u8
054广西|广西都市,http://www.51nas.top:4022/udp/239.81.0.247:4056
056广西都市,http://116.11.158.91:8181/tsfile/live/1028_1.m3u8
057广西都市,http://171.110.42.48:8181/tsfile/live/1028_1.m3u8
058广西都市,http://gxdl-lhs.8866.org:85/tsfile/live/1051_1.m3u8key=txiptv&playlive=0&authid=0
059广西都市,http://lcx-olt.8866.org:8181/tsfile/live/1035_1.m3u8
060广西都市,http://www.51nas.top:4022/rtp/239.81.0.247:4056
061广州南国都市,http://live.cooltv.top/tv/guangzhou.php?id=gzsh
062河北|河北都市,http://api2.52tb.xyz/info?id=481&token=20230218htjgzi
063河北|河北都市,https://event.pull.hebtv.com/jishi/dushipindao.m3u8
064河北|石家庄都市,http://api2.52tb.xyz/info?id=490&token=20230218htjgzi
065河北|石家庄都市,http://pluslive1.sjzntv.cn/dushi/playlist.m3u8
066河北都市,http://111.225.92.130:8800/hls/19/index.m3u8
067河北都市,http://120.8.135.86:10010/hls/43/index.m3u8
068河北都市,http://121.27.126.41:808/hls/77/index.m3u8
069河北都市,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13005/index.m3u8
070河北都市,http://202302020000.iptv.z-link.cn:8800/tsfile/live/1006_1.m3u8
071河北都市,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13005/index.m3u8
072河北都市,http://cyz32.livehbindex.hbcatv.cn/live/50000020072541118d32f3491df3fd31.m3u8bitrate=2300&pt=5
073河北都市,https://epg.pw/stream/9fc6507da49edb0268413134352e96785e137b8f2dec3c1bef337f62e1087c1b.m3u8
074河北都市,https://tv.pull.hebtv.com/jishi/dushipindao.m3u8t=2510710360&k=0a371e84fa6980927f5b617687e1ad11
075河南|河南都市,http://api2.52tb.xyz/info?id=502&token=20230218htjgzi
076河南|河南都市,http://jycb.f3322.net:85/tsfile/live/1002_1.m3u8key=txiptv&playlive=1&authid=0
077河南都市,http://[2409:8087:441a:20:101:211:601:6]:6610/PLTV/88888888/224/3221226430/index.m3u8servicetype=1
078河南都市,http://[2409:8087:441a:20:101:211:601:6]:6610/PLTV/88888888/224/3221226649/index.m3u8servicetype=1
079河南都市,http://123.6.9.146/live/jz-henandushi/live.m3u8
080河南都市,http://123.6.9.146/live/jz-henandushi/live.m3u8zhend
081河南都市,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41101/index.m3u8
082河南都市,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41101/index.m3u8
083河南都市,http://media.hndyjyfw.gov.cn/live/jz-henandushi/live.m3u8
084河南都市,http://sxz.zccatv.cn:9901/tsfile/live/1018_1.m3u8
085黑龙江|都市频道,http://api2.52tb.xyz/info?id=763&token=20230218htjgzi
086黑龙江都市,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
087黑龙江都市,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225990/index.m3u8
088黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
089黑龙江都市频道,http://39.134.67.108/PLTV/88888888/224/3221225969/1.m3u8
090湖南|湖南都市,http://119.39.128.18:88/hls/27/index.m3u8
091湖南|湖南都市,http://120.132.122.244:10413/hls/3/index.m3u8
092湖南|湖南都市,http://api2.52tb.xyz/info?id=567&token=20230218htjgzi
093湖南都市,http://111.40.196.34:443/PLTV/88888888/224/3221225656/1.m3u8
094湖南都市,http://180.97.247.27/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43028/index.m3u8
095湖南都市,http://180.97.247.27/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43094/index.m3u8
096湖南都市,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43028/index.m3u8
097湖南都市,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43094/index.m3u8
098湖南都市高清,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000041/main.m3u8IASHttpSessionId=OTT
100吉林都市,http://jltpc.x3322.net:9901/tsfile/live/1002_1.m3u8key=txiptv
103吉林都市,https://epg.pw/stream/32692f852b36198fd146650046232b8ac486b39d07d76f3310a8ffb339124da7.m3u8
105江西|江西都市,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225584/index.m3u8fmt=ts2hls
106江西|江西都市,http://server96553e-live.jxtvcn.com.cn/showto/tv_jxtv2.m3u8
107江西|南昌都市,http://lu1.cc/itv/jxtv/ncxl.php?id=ncds&fmt=flv
108江西2 都市,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225584/10000100000000060000000000000162_0.smil/index.m3u8fmt=ts2hls
109江西都市,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225584/2/index.m3u8fmt=ts2hls?zjiangxd
110江西都市576,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221225584/index.m3u8fmt=ts2hls
111金华都市农村,http://live2.plus.jinhua.com.cn/dsnc/playlist.m3u8zzhed
112辽宁|辽宁都市,http://218.25.44.2:8899/hls/47/index.m3u8
113辽宁|辽宁都市,http://42.176.185.28:9901/tsfile/live/1005_1.m3u8
114辽宁都市高清,http://angtv.cc/test/lngd.php?id=610
115南昌都市,http://39.135.138.58:18890/PLTV/88888888/224/3221226226/index.m3u8zjiangxd
116南国都市,http://api2.52tb.xyz/info?id=419&token=20230326xflvzc
117南国都市4K,http://ct.whosayssowhat.top:4022/udp/239.77.0.233:5146
118南国都市4k,http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzngds
119南国都市4K,http://yzfvip.top:8000/rtp/239.253.43.99:5146
120南國都市 4K,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzngds
121南宁都市,http://api2.52tb.xyz/info?id=722&token=20230331czbpek
127青海|青海都市,http://stream.qhbtv.com/qhds/sd/live.m3u8
128青海都市,http://stream.qhbtv.com/qhds/playlist.m3u8
129青海都市,http://stream.qhbtv.com/qhds/sd/live.m3u8_upt=f868bafe1594546577
130青海都市,https://epg.pw/stream/4acd2e75fc0a26c45b41c6808d6eb07039e023cf62c2b24b33767e969eaadc1a.m3u8
131陕西|西安都市,http://api2.52tb.xyz/info?id=622&token=20230218htjgzi
132陕西|西安都市,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226367/1.m3u8
133陕西都市,http://120.204.20.48/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225529/index.m3u8
134陕西都市,http://120.204.20.48/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225711/index.m3u8
135陕西都市,http://120.204.20.48/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225712/index.m3u8
136陕西都市,http://120.204.20.48/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226060/index.m3u8
137陕西都市青春,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225830/index.m3u8
138上海|都市频道,http://58.32.40.25:8000/udp/239.45.3.236:5140
139上海|都市频道,http://www.happyspace.party:4022/udp/239.45.3.236:5140
140上海都市,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001015/index.m3u8
142上海都市,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001015/index.m3u8
143上海都市,http://[2409:8087:4c0a:22:1::18]:6610/170000001115/UmaiCHAN1318BESTVSMGSMG9/index.m3u8AuthInfo=Stevp%2BWRKxtuMo8naIuwjKOQsN8ofCczbUX1AjxZYMpKdI1PJQPlp0I5RTtUrbQtTuwS%2FH1VLbdWY%2FeIxpxvfA%3D%3D
144上海都市,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221225673/1.m3u8
145上海都市,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/dshd8m/8000000/mnf.m3u8
146上海都市,http://111.13.111.242/0000000000001000/1.m3u8channel-id=bestzb&Contentid=5000000010000018926&livemode=1&stbId=3&HlsProfileId=
147上海都市,http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8
148上海都市,http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8zshangd
149上海都市,http://222.65.21.143:4022/udp/239.45.3.236:5140
150上海都市,http://223.109.210.41:8088/liveplay-kk.rtxapp.com/live/program/live/dshd8m/8000000/mnf.m3u8
151上海都市,http://58.34.204.67:9901/tsfile/live/1017_1.m3u8
152上海都市,http://live.cooltv.top/tv/bestv.php?id=18
153上海都市,http://xiaozeng.hk3.345888.xyz.cdn.cloudflare.net/ww/bestv.php?id=dshd8m/8000000
154上海都市,http://zteres.sn.chinamobile.com:6060/000000001000/2000000002000000012/1.m3u8channel-id=hnbblive&Contentid=2000000002000000012&livemode=1&stbId=3
155上海都市,http://zteres.sn.chinamobile.com:6060/000000001000/5000000010000018926/1.m3u8channel-id=bestzb&Contentid=5000000010000018926&livemode=1&stbId=3
156上海都市,https://cntv.lat/tv/live.php?auth=231110&id=shds
157上海都市,https://dispatch.ulivetv.net/v/live/cgxal7azq8jk.m3u8stream_id=cgxal7azq8jk×tamp=1685729864&rand=HC4cdaFwpe&uuid=9b647b3816b2a66a&from=web&sign=adf12d9632fb8a46d96b6888ca2d665f
158上海都市,https://dispatchnew.ulivetv.net/v/live/cgxal7azq8jk.m3u8stream_id=cgxal7azq8jk&token=c0vzuc7wqkzk
159上海都市,https://epg.pw/stream/7b05aaa7c484b4b641fcbf62f41a7c885960fbd3ffe4a0d89d3411184afdde92.ctv
160上海都市,https://live.goodiptv.club/api/bestv.php?id=dshd8m/8000000
161上海都市,https://live.v1.mk/api/bestv.php?id=dshd8m/8000000
162上海都市HD,http://111.40.196.29:443/PLTV/88888888/224/3221225613/1.m3u8
163上海都市HD,http://111.40.196.37:443/PLTV/88888888/224/3221225613/1.m3u8
164上视东方都市,http://hlsbkmgsplive.miguvideo.com/wd_r4/2018/dfl/yulesd/1000/index.m3u8&encrypt=
165上视东方都市,http://hlsbkmgsplive.miguvideo.com/wd_r4/2018/dfl/yulesd/350/index.m3u8&encrypt=
166上视东方都市,http://hlsbkmgsplive.miguvideo.com/wd_r4/dfl/yulehd/1200/index.m3u8&encrypt=
167上视东方都市,http://hlsbkmgsplive.miguvideo.com/wd_r4/dfl/yulehd/3000/index.m3u8&encrypt=
168上视东方都市,http://hlsbkmgsplive.miguvideo.com/wd_r4/dfl/yulehd/350/index.m3u8&encrypt=
169上视东方都市,http://hlsbkmgsplive.miguvideo.com/wd_r4/dfl/yulehd/600/index.m3u8&encrypt=
170上视都市频道,http://111.40.196.27:443/0000000000001000/5000000010000018926/index.m3u8livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000018926
171深圳都市,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel46/index.m3u8
172深圳都市,http://183.237.231.139:9901/tsfile/live/1019_1.m3u8
173深圳都市,http://218.15.229.90:9901/tsfile/live/1004_1.m3u8
174深圳都市,http://218.17.181.26:1099/tsfile/live/1004_1.m3u8
175深圳都市,http://218.17.196.234:9901/tsfile/live/1004_1.m3u8
177深圳都市,http://ct.whosayssowhat.top:4022/udp/239.77.1.176:5146
178深圳都市,http://gmxw.7766.org:808/hls/140/index.m3u8
179深圳都市,http://gxdl-lhs.8866.org:85/tsfile/live/1112_1.m3u8key=txiptv&playlive=1&authid=0
180深圳都市,http://live.cooltv.top/tv/sztv.php?id=szds
181深圳都市,http://livepull-tcyzb.sztv.com.cn/live/dushi01.m3u8
182深圳都市,http://terrysg.cn:4000/udp/239.77.1.176:5146
183深圳都市,https://epg.pw/stream/42922b3bab314ce0217fdf746165de08e00d0556ebf961ee63049811baacc5ac.m3u8
184深圳都市ᴴᴰ,http://yzfvip.top:8000/rtp/239.77.1.124:5146
185深圳都市ᴴᴰ,http://yzfvip.top:8000/rtp/239.77.1.176:5146
186深圳都市超清,http://ct.whosayssowhat.top:4022/udp/239.77.1.124:5146
187石家庄都市,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13013/index.m3u8
188石家庄都市,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13013/index.m3u8
189石家庄都市1,https://epg.pw/stream/de65f82aee82beb140a0d077456efbf1cf0aa8927b52f107acc45775c4f8d471.m3u8
191苏州都市音乐广播,http://live.cooltv.top/tv/ytradio.php?id=697
195西安都市,http://stream2.xiancity.cn/xatv2/playlist.m3u8
196云南|云南都市,http://tvlive.ynradio.com/live/yunnandushi/chunks.m3u8
197云南都市,http://tvlive.ynradio.com/live/yunnandushi/playlist.m3u8
198云南都市,https://epg.pw/stream/1ca2457b9bd7a0905af48485803ac1357abc261d2ad96158b1970d5edde59ab3.m3u8
199浙江|宁波都市,http://www.372583307.top:4022/udp/233.50.201.179:5140
200浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8zzhed
202浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel02/360p.m3u8zzhed
203浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel02/720p.m3u8zzhed

影视,#genre#
0024K影视,http://111.11.123.37:6610/000000001000/6000000003000004748/index.m3u8channel-id=wasusyt&Contentid=6000000003000004748&livemode=1&stbId=3
0034K影视,http://nas.jdshipin.com:8801/4kys.php
0044K影视2,http://111.20.40.170/PLTV/88888893/224/3221226352/index.m3u8
005Bili直播-影视巷 开心看剧,https://cn-sccd-ct-01-10.bilivideo.com/live-bvc/264952/live_11791932_8306012_1500/index.m3u8
006BTV4影视,http://jh.d7g.cn/tv/zx2023.php?id=402
007BTV4影视,http://tv6.blcu.edu.cn/liverespath/d68ca2a45a66f1289325852228ee748974c431ca/67470475d6-0-0-db5f2bf02b0b274633430f403220869d/index.m3u8
008BTV4影视HD,http://jh.d7g.cn/tv/zx2023.php?id=353
9,hTV-4影视
010UTV经典影视,http://iptv.kjrzxhb.top:2086/udp/239.11.0.173:5140
011UTV影视精选,http://iptv.kjrzxhb.top:2086/udp/239.11.0.170:5140
012安徽|安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be.flv
013安徽|安徽影视,http://api2.52tb.xyz/info?id=584&token=20230218htjgzi
014安徽|安徽影视,http://lu1.cc/itv/ahtv/ahtv1.php?id=ahys
015安徽|安徽影视,http://mmitv.top/test/ahtv.php?id=13
016安徽|安徽影视,http://stream.ahwanyun.cn/live/d18ff95cb1fb4bbcb56215e189fc12be.flv
017安徽|固镇影视,http://www.guzhenm.com:7004/hls/hd-live.m3u8
018安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8zanhd
019安徽影视,http://live.cooltv.top/tv/anhui.php?id=ahys
020安徽影视,http://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829369249612.m3u8
021北京影视,http://115.171.57.64:4000/udp/225.1.8.124:8002
022北京影视,http://115.171.57.64:4000/udp/225.1.8.82:8000
023北京影视,http://live.cooltv.top/tv/btime.php?id=btvys
024北京影视,https://epg.pw/stream/a3f0820b0c76b941e163605245d2ce394dfff46d5a3b1f16145fdff7a376ee95.ctv
025北京影视,https://wstvcpudali.v.myalicdn.com/wstvcpud/udrmbtv4_1/index.m3u8adapt=0&BR=audio
026贝贝影视,http://maomao.kandiantv.cn/douyu1.php?id=431460
027滨海影视,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8
028成都影视,http://live.cooltv.top/tv/cdtv.php?id=cdyswy
029大荔影视,http://120.204.20.48/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225960/index.m3u8
030大荔影视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225960/index.m3u8
031大连影视,http://live.cooltv.top/tv/cutv.php?id=dlzhys
033定州国学影视,https://jwliveqxzb.hebyun.com.cn/yspd/yspd.m3u8
034东方影视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001016/index.m3u8
036东方影视,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001016/index.m3u8
037东方影视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/dfyshd8m/8000000/mnf.m3u8
038东方影视,http://111.13.111.242/0000000000001000/1.m3u8channel-id=bestzb&Contentid=5000000010000032212&livemode=1&stbId=3&HlsProfileId=
039东方影视,http://111.40.196.28:443/PLTV/88888888/224/3221225615/1.m3u8
040东方影视,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/dsjpdhd/4000000/mnf.m3u8
041东方影视,http://223.109.210.41:8088/liveplay-kk.rtxapp.com/live/program/live/dfyshd8m/8000000/mnf.m3u8
042东方影视,http://xiaozeng.hk3.345888.xyz.cdn.cloudflare.net/ww/bestv.php?id=dfyshd8m/8000000
043东方影视,https://live.goodiptv.club/api/bestv.php?id=dfyshd8m/8000000
044东方影视,https://live.v1.mk/api/bestv.php?id=dfyshd8m/8000000
045东方影视HD,http://111.40.196.33:443/PLTV/88888888/224/3221225615/1.m3u8
046东至影视,http://223.247.33.124:1935/live/yingshi/HasBahCa.m3u8
048东至影视频道,http://223.247.33.124:1935/live/yingshi/playlist.m3u8
053斗鱼电影-林林影视,http://epg.112114.xyz/douyu/9652323
054凤翔文化影视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225930/index.m3u8
055凤翔影视,http://120.204.20.48/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225930/index.m3u8
056佛山影视,http://60.208.16.27:1505/gudou.php?id=364&id=foshanyingshiHD_4500
057佛山影视,http://ct.whosayssowhat.top:4022/udp/239.253.43.56:5146
058佛山影视,http://hodos.ddns.net:8181/tsfile/live/0139_1.m3u8
059佛山影视,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=foshanyingshiHD_4500
060佛山影视,http://xiaozeng.aweitv.top/tv/gdtv.php?id=foshanyingshiHD_4500
061佛山影视ᴴᴰ,http://yzfvip.top:8000/rtp/239.253.43.56:5146
062甘肃|甘肃文化影视,http://39.134.32.102:6610/270000001111/1110000323/index.m3u8IASHttpSessionId=OTT
063甘肃文化影视,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226287/1.m3u8
064高圆圆影视展播,http://hlsbkmgsplive.miguvideo.com/wd-virtuallive5100002172-50/index.m3u8&encrypt=
065高圆圆影视展播,http://hlsbkmgsplive.miguvideo.com/wd-virtuallive5100002172-75/index.m3u8&encrypt=
066古力娜扎影视展播,http://hlsbkmgsplive.miguvideo.com/wd_r3/virtuallive/5100170828/50/index.m3u8&encrypt=
067古力娜扎影视展播,http://hlsbkmgsplive.miguvideo.com/wd_r3/virtuallive/5100170828/75/index.m3u8&encrypt=
068古力娜扎影视展播,http://hlsbkmgsplive.miguvideo.com/wd-virtuallive5100002172-150/index.m3u8&encrypt=
069广东|佛山影视,http://121.51.249.49/xmplay.fstv.com.cn/live/xingmu20211111163523oBdp.m3u8
070广东|广东影视,http://v2.91kds.cn/b9/itouchtv.m3u8fmt=hls&id=gdtvs4&auth=rinimabi
071广东|广东影视,https://php.17186.eu.org/gdtv/web/gdys.m3u8
072广东|广州影视,http://v2.91kds.cn/b9/gdgztv.m3u8id=gdgzys&auth=rinimabi
073广东影视,http://113.100.193.10:9901/tsfile/live/1004_1.m3u8
074广东影视,http://113.117.74.28:8081/hls/31/index.m3u8
075广东影视,http://116.11.158.91:8181/tsfile/live/1071_1.m3u8
076广东影视,http://120.234.220.107:9000/udp/239.21.0.85:3680
077广东影视,http://171.110.42.48:8181/tsfile/live/1071_1.m3u8
078广东影视,http://183.237.231.139:9901/tsfile/live/1051_1.m3u8
079广东影视,http://218.15.229.90:9901/tsfile/live/1002_1.m3u8
080广东影视,http://218.17.181.26:1099/tsfile/live/1002_1.m3u8
081广东影视,http://218.17.196.234:9901/tsfile/live/1002_1.m3u8
082广东影视,http://218.17.216.102:9901/tsfile/live/1008_1.m3u8
083广东影视,http://218.19.13.245:9901/tsfile/live/1012_1.m3u8
084广东影视,http://60.208.16.27:1505/gudou.php?id=1458
085广东影视,http://60.208.16.27:1505/gudou.php?id=364&id=1458
086广东影视,http://60.208.16.27:1505/gudou.php?id=364&id=1458_4500
087广东影视,http://88888.55555.io:2345/udp/239.77.0.217:5146
088广东影视,http://angtv.cc/jd/gdlz.php?id=gdys
089广东影视,http://angtv.cc/jd/gdlz.php?id=gdys2
090广东影视,http://ci.emdoor.tech:8080/touchtv.php?pk=1199
